host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
2819397,2012-07-03,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,2,1.0,1.0,2.0,230.0,32,365,t,19,2022-05-14,4.75,t,45,0.25
184373428,2018-04-15,within an hour,0.94,0.99,f,t,t,Ciutat Vella,Private room,5,1.5,2.0,2.0,58.0,30,90,t,5,2019-01-30,3.5,f,2,0.11
165360303,2018-01-02,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,6,2.0,2.0,3.0,150.0,3,365,t,4,2018-11-17,4.9,f,1,2.58
10345559,2013-11-30,within an hour,1.0,0.92,f,t,t,Gracia,Entire home/apt,4,1.0,2.0,3.0,100.0,2,1125,t,1,2018-11-11,4.37,f,1,5.11
1414702,2011-11-16,within an hour,0.92,0.9,f,t,t,Sant Andreu,Entire home/apt,5,1.0,3.0,4.0,190.0,3,1125,t,10,2019-02-03,4.24,t,28,0.45
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,6,1.0,2.0,5.0,160.0,1,1125,t,30,2019-05-26,2.0,f,159,0.02
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,3.0,4.0,240.0,1,1125,t,30,2019-11-03,5.0,f,159,0.02
223291989,2018-10-30,within an hour,1.0,1.0,f,t,t,Sant Marti,Entire home/apt,12,2.0,4.0,10.0,329.0,3,365,t,6,2018-11-12,4.5,t,1,1.99
219420012,2018-10-08,a few days or more,0.0,1.0,f,t,t,Sant Marti,Private room,1,0.0,1.0,1.0,21.0,1,1125,t,0,2018-11-25,4.65,t,1,0.69
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,5,1.0,2.0,5.0,160.0,1,1125,t,30,2019-04-08,4.67,f,159,0.06
1869452,2012-03-06,within an hour,0.86,1.0,f,t,t,Eixample,Entire home/apt,4,1.0,1.0,2.0,160.0,4,1125,t,1,2018-12-04,4.51,t,3,1.5
8130906,2013-08-13,within an hour,0.97,0.98,f,t,t,Sant Marti,Entire home/apt,4,2.0,2.0,3.0,352.0,1,1125,t,10,2019-01-03,4.62,f,35,1.21
1414702,2011-11-16,within an hour,0.92,0.9,f,t,t,Sant Andreu,Entire home/apt,3,1.0,1.0,2.0,117.0,4,1125,t,22,2019-01-31,3.71,t,28,0.68
190325648,2018-05-18,within an hour,1.0,0.94,t,t,t,Eixample,Entire home/apt,3,1.0,1.0,1.0,168.0,4,1125,t,19,2018-12-14,4.78,f,2,1.6
86278272,2016-07-27,within an hour,0.89,0.83,f,t,t,Sarria-Sant Gervasi,Entire home/apt,3,1.5,1.0,1.0,150.0,10,1125,t,0,2018-12-13,4.75,f,5,0.28
35936647,2015-06-16,within an hour,0.99,0.99,f,t,t,Eixample,Entire home/apt,8,2.0,5.0,6.0,321.0,1,365,t,14,2019-02-16,4.68,t,43,1.71
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,4.0,186.0,1,1125,t,30,2019-05-20,4.5,f,159,0.04
222574867,2018-10-25,within an hour,1.0,0.68,f,t,t,Nou Barris,Entire home/apt,2,1.0,1.0,1.0,30.0,32,364,t,0,2020-04-15,3.57,f,3,0.17
202748902,2018-07-16,within an hour,1.0,0.86,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,47.0,90,364,t,0,2019-06-05,4.63,f,2,0.15
225905456,2018-11-15,within a few hours,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,2.0,2.0,4.0,260.0,2,1125,t,1,2019-01-22,4.79,t,1,0.43
223478478,2018-10-31,within an hour,1.0,1.0,f,t,t,Eixample,Private room,16,6.0,6.0,19.0,708.0,1,365,t,3,2018-11-02,4.43,t,6,0.86
222344025,2018-10-24,within a day,0.9,0.83,t,t,t,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,108.0,31,31,t,2,2019-06-24,4.76,f,1,0.49
396363,2011-02-17,within an hour,1.0,0.92,f,t,t,Gracia,Entire home/apt,6,3.0,3.0,4.0,297.0,2,1125,t,12,2018-12-09,3.87,f,111,0.68
13033664,2014-03-11,within a few hours,0.95,0.75,f,t,t,Eixample,Private room,1,1.5,1.0,1.0,34.0,31,1125,t,7,2022-07-10,4.75,f,6,0.28
1935498,2012-03-16,within an hour,1.0,1.0,f,t,t,Sant Marti,Entire home/apt,4,1.0,3.0,3.0,294.0,3,360,t,12,2019-01-02,4.85,f,3,2.28
6099660,2013-04-26,within an hour,0.99,0.98,f,t,t,Eixample,Entire home/apt,5,1.0,3.0,5.0,176.0,1,1125,t,13,2018-12-17,4.44,f,29,1.3
194993935,2018-06-11,within an hour,1.0,0.89,f,t,t,Sant Marti,Private room,2,1.0,1.0,1.0,30.0,31,99,t,28,2019-03-05,4.74,f,2,0.64
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,4,1.0,1.0,3.0,233.0,1,1125,t,30,2019-02-22,5.0,f,159,0.04
224618386,2018-11-07,within a day,0.7,0.61,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,78.0,32,1125,t,15,2019-06-02,5.0,f,22,0.1
47171261,2015-10-22,within an hour,0.97,0.99,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,105.0,60,352,t,0,2022-01-10,4.2,t,76,0.25
4453666,2012-12-20,within an hour,0.93,0.33,f,t,t,Eixample,Private room,2,2.5,1.0,1.0,85.0,5,1125,t,7,2019-03-01,4.44,f,3,0.33
108441327,2016-12-25,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,1.0,2.0,6.0,181.0,5,1125,t,3,2019-01-03,4.32,t,3,1.48
9667715,2013-10-27,within an hour,1.0,0.99,t,t,t,Eixample,Entire home/apt,7,2.0,4.0,8.0,194.0,3,180,t,6,2018-11-10,4.44,t,7,1.38
227107705,2018-11-23,within an hour,1.0,0.91,t,t,t,Sant Marti,Entire home/apt,3,1.0,2.0,2.0,293.0,5,1125,t,7,2019-01-02,5.0,f,2,0.97
59317222,2016-02-18,within an hour,0.96,0.72,t,t,t,Eixample,Entire home/apt,6,2.0,4.0,4.0,380.0,1,1125,t,0,2021-04-25,4.78,f,7,0.31
197317886,2018-06-22,within an hour,1.0,0.99,f,t,t,Gracia,Private room,2,1.0,1.0,1.0,70.0,2,15,t,20,2019-01-16,4.38,t,1,2.51
37459199,2015-07-04,within an hour,0.9,0.9,f,t,t,Eixample,Private room,1,0.0,2.0,2.0,24.0,30,1125,t,0,2021-07-18,4.25,t,5,0.15
168091065,2018-01-16,within a few hours,0.9,0.74,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,60.0,31,331,t,0,2019-06-30,5.0,f,24,0.06
3039107,2012-07-24,within a few hours,0.99,0.82,f,t,t,Eixample,Entire home/apt,9,2.5,5.0,6.0,232.0,3,89,t,5,2019-03-06,4.33,t,35,1.04
3039107,2012-07-24,within a few hours,0.99,0.82,f,t,t,Sant Andreu,Entire home/apt,6,1.0,3.0,6.0,47.0,31,299,t,4,2022-10-05,5.0,f,35,0.09
5184220,2013-02-22,within an hour,0.9,0.36,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,80.0,30,90,t,0,2019-10-29,4.67,f,1,0.06
7906740,2013-08-03,within an hour,1.0,0.91,t,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,70.0,2,7,t,0,2021-07-11,5.0,f,5,0.04
148901183,2017-09-03,within an hour,1.0,1.0,t,t,t,Sarria-Sant Gervasi,Entire home/apt,4,1.0,2.0,3.0,139.0,5,1125,t,5,2018-11-24,4.89,t,4,1.75
224333757,2018-11-05,within an hour,0.93,0.95,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,40.0,5,1125,t,6,2018-12-02,4.57,f,2,1.69
224806552,2018-11-08,within an hour,0.9,0.98,f,t,t,Eixample,Entire home/apt,6,2.0,2.0,3.0,236.0,3,1125,t,1,2019-01-07,4.91,f,1,3.68
17228958,2014-06-25,within an hour,1.0,0.92,t,t,t,Sants-Montjuic,Private room,1,1.5,1.0,1.0,40.0,31,1125,t,2,2019-01-05,5.0,f,1,0.23
325580,2010-12-23,within an hour,1.0,0.91,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,48.0,32,90,t,8,2019-04-05,4.89,f,1,0.17
6797428,2013-06-08,within an hour,1.0,0.98,t,t,t,Ciutat Vella,Entire home/apt,5,2.0,3.0,5.0,192.0,3,1125,t,3,2018-12-03,4.89,f,15,2.59
157746231,2017-11-07,within a few hours,0.87,0.68,f,t,t,Horta-Guinardo,Entire home/apt,4,1.0,2.0,3.0,47.0,32,1125,t,0,2022-12-15,1.0,f,37,0.11
6797428,2013-06-08,within an hour,1.0,0.98,t,t,t,Ciutat Vella,Entire home/apt,6,2.0,4.0,6.0,206.0,3,1125,t,5,2019-01-12,4.89,f,15,1.77
224618386,2018-11-07,within a day,0.7,0.61,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,52.0,32,330,t,5,2019-02-28,4.83,f,22,0.11
9534151,2013-10-20,within a few hours,1.0,0.96,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,100.0,31,300,t,0,2019-04-23,4.78,f,8,0.17
22131644,2014-10-04,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,1,1.5,1.0,1.0,45.0,1,60,t,3,2022-09-11,4.73,t,1,4.32
227618545,2018-11-26,within an hour,1.0,0.98,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,64.0,2,1125,t,5,2019-02-11,4.36,t,1,1.91
102941115,2016-11-08,within an hour,0.93,1.0,t,t,t,Eixample,Private room,2,1.0,1.0,1.0,96.0,2,16,t,8,2019-01-15,4.91,t,1,0.78
2819397,2012-07-03,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,4,1.0,1.0,1.0,280.0,28,1125,t,11,2019-05-17,5.0,t,45,0.04
219668721,2018-10-09,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,271.0,1,1125,t,19,2021-06-18,4.0,t,4,0.04
219668721,2018-10-09,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,261.0,1,1125,t,22,2021-06-24,4.5,t,4,0.15
179173905,2018-03-18,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,106.0,32,1125,t,0,2019-01-20,4.84,f,3,5.11
229977532,2018-12-10,within an hour,1.0,0.99,f,t,t,Gracia,Entire home/apt,4,1.0,2.0,2.0,229.0,1,365,t,4,2019-04-06,4.72,t,4,1.89
224692065,2018-11-07,within an hour,1.0,0.82,t,t,t,Eixample,Entire home/apt,5,1.0,4.0,4.0,139.0,4,31,t,25,2018-11-26,4.77,f,1,1.89
47526126,2015-10-27,within a few hours,1.0,0.89,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,164.0,32,90,t,6,2019-02-25,4.9,f,2,1.49
35936647,2015-06-16,within an hour,0.99,0.99,f,t,t,Eixample,Entire home/apt,7,2.0,4.0,4.0,259.0,1,365,t,10,2019-01-06,4.42,t,43,1.6
227962845,2018-11-28,within an hour,1.0,0.82,t,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,200.0,3,366,t,3,2018-12-12,4.81,f,5,0.92
216268236,2018-09-19,within an hour,1.0,0.77,t,t,t,Sants-Montjuic,Entire home/apt,4,2.5,2.0,2.0,63.0,32,75,t,9,2019-03-29,5.0,f,3,0.24
9916442,2013-11-10,within a day,0.9,0.87,t,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,65.0,31,1125,t,0,2019-06-21,4.75,f,11,0.08
15743379,2014-05-19,within an hour,1.0,0.96,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,52.0,3,120,t,4,2018-12-12,4.88,f,1,1.68
224777598,2018-11-08,within an hour,1.0,0.98,f,t,t,Sant Marti,Entire home/apt,5,2.0,2.0,3.0,249.0,3,1125,t,11,2019-11-30,4.51,t,5,0.98
228209547,2018-11-29,within an hour,0.97,1.0,t,t,t,Eixample,Entire home/apt,6,1.0,2.0,4.0,246.0,1,1125,t,16,2019-03-11,4.8,t,3,9.25
216268236,2018-09-19,within an hour,1.0,0.77,t,t,t,Eixample,Entire home/apt,3,1.0,2.0,2.0,57.0,32,90,t,5,2019-07-07,4.0,f,3,0.04
18002674,2014-07-12,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,8,2.0,4.0,4.0,243.0,2,1125,t,3,2018-11-18,4.56,t,4,4.05
227783078,2018-11-27,within an hour,1.0,0.89,f,t,t,Eixample,Entire home/apt,6,1.0,2.0,5.0,192.0,3,200,t,1,2019-01-28,4.57,f,3,2.51
228209547,2018-11-29,within an hour,0.97,1.0,t,t,t,Eixample,Entire home/apt,6,2.0,2.0,4.0,255.0,1,1125,t,17,2019-01-20,4.8,t,3,9.4
228209547,2018-11-29,within an hour,0.97,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,2.0,232.0,1,1125,t,7,2019-01-21,4.86,t,3,3.53
147646238,2017-08-25,within an hour,0.97,0.81,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,4.0,174.0,28,365,t,15,2019-04-23,4.92,f,9,0.94
971768,2011-08-15,within an hour,0.98,0.98,f,t,t,Eixample,Entire home/apt,5,1.0,2.0,2.0,184.0,1,365,t,4,2019-01-02,4.73,f,9,0.91
1580542,2012-01-08,within a few hours,1.0,0.9,f,t,t,Horta-Guinardo,Private room,2,1.0,2.0,2.0,33.0,31,1125,t,0,2018-12-30,4.48,f,1,2.56
228209257,2018-11-29,within an hour,0.98,1.0,t,t,t,Gracia,Entire home/apt,6,2.0,2.0,4.0,266.0,1,1125,t,7,2019-02-02,4.84,t,3,16.73
228209257,2018-11-29,within an hour,0.98,1.0,t,t,t,Gracia,Entire home/apt,4,1.0,1.0,2.0,243.0,1,1125,t,6,2019-01-19,4.83,t,3,5.3
3026821,2012-07-23,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,3,1.0,1.0,1.0,49.0,31,1125,t,0,2018-12-22,4.85,t,1,0.24
1744516,2012-02-13,within an hour,0.98,0.96,f,t,t,Gracia,Entire home/apt,3,1.5,1.0,1.0,120.0,32,330,t,0,2022-02-27,5.0,f,32,0.27
299462,2010-11-26,within an hour,0.96,1.0,f,t,t,Eixample,Entire home/apt,4,2.5,2.0,2.0,221.0,3,1125,t,4,2018-12-28,4.72,t,140,2.22
193881157,2018-06-06,within an hour,1.0,0.9111027461716145,f,t,f,Sant Marti,Private room,2,1.0,1.0,1.0,90.0,31,1125,t,30,2018-12-13,4.92,t,1,0.23
228731310,2018-12-02,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,54.0,32,360,t,0,2019-05-31,5.0,f,1,0.35
222058736,2018-10-22,within an hour,1.0,1.0,f,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,140.0,28,1125,t,7,2018-12-29,4.64,t,2,0.49
109716786,2017-01-03,within an hour,0.97,0.98,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,55.0,32,1125,t,0,2019-05-02,4.14,f,2,0.13
1744516,2012-02-13,within an hour,0.98,0.96,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,72.0,32,330,t,15,2019-05-31,4.6,f,32,0.19
15775899,2014-05-20,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,8,2.0,3.0,7.0,329.0,3,60,t,8,2018-12-30,4.89,f,7,2.12
40676061,2015-08-06,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,165.0,1,365,t,9,2019-01-21,4.79,t,20,2.57
228830166,2018-12-03,within a few hours,1.0,1.0,f,t,t,Eixample,Private room,1,1.0,1.0,1.0,80.0,30,90,t,25,2019-02-14,5.0,f,2,0.13
218891792,2018-10-05,within an hour,1.0,0.98,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,55.0,21,365,t,0,2018-11-23,4.79,t,2,2.85
2439400,2012-05-22,within an hour,0.82,0.93,f,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,39.0,31,330,t,0,2019-02-05,2.5,f,45,0.04
10380563,2013-12-02,within an hour,0.98,0.99,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,4.0,94.0,1,1125,t,10,2019-01-14,4.2,f,42,1.61
2439400,2012-05-22,within an hour,0.82,0.93,f,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,2.0,36.0,31,340,t,0,2019-08-08,4.0,f,45,0.02
1205494,2011-09-25,within an hour,1.0,0.99,f,t,t,Gracia,Entire home/apt,4,1.0,1.0,3.0,141.0,1,365,t,2,2019-02-11,4.48,f,8,1.49
3556337,2012-09-13,within an hour,1.0,0.99,f,t,t,Horta-Guinardo,Entire home/apt,8,3.0,4.0,5.0,233.0,1,365,t,6,2019-01-02,4.96,t,46,1.67
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,2.0,5.0,221.0,1,1125,t,30,2019-10-05,4.33,f,159,0.06
2439400,2012-05-22,within an hour,0.82,0.93,f,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,49.0,32,330,t,5,2022-01-13,2.0,f,45,0.05
1391607,2011-11-10,within a few hours,0.98,0.99,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,2.0,2.0,146.0,3,32,t,4,2018-12-26,4.26,f,136,2.45
26059902,2015-01-13,within an hour,1.0,0.99,f,t,t,Horta-Guinardo,Entire home/apt,1,1.0,1.0,1.0,60.0,31,1125,t,30,2019-07-07,4.38,f,20,0.26
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,16,4.0,8.0,20.0,1000.0,1,1125,t,30,2019-10-06,4.5,f,159,0.04
15935599,2014-05-24,within an hour,0.94,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,59.0,3,1125,t,7,2019-02-10,4.88,f,1,1.85
230493883,2018-12-13,within an hour,1.0,0.86,f,t,t,Sants-Montjuic,Entire home/apt,6,2.0,4.0,5.0,121.0,2,1125,t,8,2019-01-02,4.44,f,1,1.74
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Eixample,Entire home/apt,5,1.0,2.0,5.0,160.0,1,1125,t,30,2021-12-31,5.0,f,159,0.1
7906740,2013-08-03,within an hour,1.0,0.91,t,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,70.0,2,2,t,0,2019-03-07,5.0,f,5,0.04
47171261,2015-10-22,within an hour,0.97,0.99,f,t,t,Eixample,Entire home/apt,3,2.0,2.0,2.0,123.0,32,352,t,0,2021-02-17,4.86,t,76,0.23
220741284,2018-10-15,within a few hours,0.89,0.97,f,t,t,Sant Marti,Entire home/apt,6,2.0,3.0,5.0,57.0,30,335,t,0,2019-06-28,4.5,f,3,0.31
4985749,2013-02-06,within an hour,1.0,0.99,f,t,t,Eixample,Entire home/apt,11,3.0,4.0,11.0,399.0,6,90,t,1,2019-03-17,4.72,t,20,1.23
27151874,2015-02-03,within a few hours,0.8,0.42,f,t,t,Eixample,Private room,4,1.0,1.0,1.0,96.0,1,24,t,27,2023-03-01,4.8,f,1,0.79
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,2.0,5.0,236.0,1,1125,t,30,2019-03-11,4.89,f,159,0.16
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,3.0,5.0,216.0,1,1125,t,30,2019-02-05,4.44,f,159,0.16
193820788,2018-06-06,within an hour,1.0,1.0,f,t,f,Ciutat Vella,Entire home/apt,6,1.0,2.0,4.0,282.0,1,1125,f,0,2018-12-25,4.3,f,2,2.74
193820788,2018-06-06,within an hour,1.0,1.0,f,t,f,Ciutat Vella,Entire home/apt,8,1.0,3.0,5.0,312.0,1,1125,f,0,2019-07-11,4.33,f,2,0.91
1310304,2011-10-19,within a day,0.95,0.52,f,t,t,Sant Marti,Entire home/apt,2,1.0,1.0,1.0,63.0,32,330,t,0,2019-08-23,2.5,f,42,0.04
35936647,2015-06-16,within an hour,0.99,0.99,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,4.0,344.0,1,365,t,10,2019-02-11,4.57,t,43,1.94
9478280,2013-10-17,within an hour,1.0,0.89,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,3.0,59.0,60,1125,t,0,2019-04-01,4.0,f,29,0.07
222565085,2018-10-25,within a few hours,1.0,1.0,f,t,t,Sarria-Sant Gervasi,Entire home/apt,4,1.0,2.0,2.0,85.0,32,1125,t,0,2019-01-17,4.31,t,1,0.23
22076771,2014-10-03,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,70.0,30,1125,t,14,2019-01-31,4.71,f,17,0.25
9916442,2013-11-10,within a day,0.9,0.87,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,50.0,32,1125,t,22,2019-03-02,4.78,f,11,0.16
224618386,2018-11-07,within a day,0.7,0.61,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,130.0,32,330,t,0,2019-07-02,5.0,f,22,0.04
4268101,2012-11-28,within a few hours,1.0,0.96,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,83.0,30,1125,t,3,2019-01-31,4.84,f,2,0.34
4075216,2012-11-06,within an hour,1.0,0.99,t,t,t,Gracia,Private room,1,1.0,1.0,1.0,24.0,32,365,t,0,2019-01-07,4.84,f,3,1.58
3376710,2012-08-26,within a day,0.82,0.56,f,t,t,Horta-Guinardo,Entire home/apt,6,1.0,2.0,4.0,130.0,3,1125,t,14,2019-01-01,4.13,f,42,0.14
93433349,2016-09-04,within an hour,0.97,0.99,t,t,t,Sarria-Sant Gervasi,Private room,1,1.0,1.0,1.0,48.0,31,1125,t,1,2019-01-03,4.89,f,4,5.27
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,4.0,5.0,250.0,2,1125,t,28,2019-10-17,5.0,f,159,0.06
213105052,2018-09-02,within a few hours,1.0,0.78,f,t,t,Sant Andreu,Entire home/apt,3,1.0,2.0,2.0,60.0,31,364,t,0,2019-04-14,5.0,f,2,0.09
194993935,2018-06-11,within an hour,1.0,0.89,f,t,t,Sant Marti,Private room,2,1.0,1.0,1.0,63.0,31,99,t,20,2021-01-14,4.67,f,2,1.34
229536528,2018-12-07,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,100.0,31,330,t,2,2019-08-30,4.71,t,1,0.29
25406246,2014-12-30,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,89.0,3,31,t,4,2019-03-24,4.71,f,1,2.08
4212095,2012-11-21,within an hour,0.98,0.98,f,t,t,Les Corts,Entire home/apt,4,1.0,3.0,3.0,161.0,1,1125,t,8,2019-01-20,4.74,f,29,0.41
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Gracia,Entire home/apt,10,2.0,4.0,10.0,500.0,2,1125,t,30,2022-11-11,5.0,f,159,0.1
14216613,2014-04-13,within a few hours,1.0,0.94,f,t,t,Gracia,Entire home/apt,5,2.0,3.0,3.0,202.0,1,999,t,18,2018-12-07,4.56,f,5,3.61
234256283,2019-01-04,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,3,1.0,1.0,1.0,122.0,3,365,t,0,2019-08-27,4.38,t,21,0.16
234256283,2019-01-04,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,122.0,3,365,t,0,2019-01-13,4.38,t,21,0.16
234256283,2019-01-04,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,43.0,31,365,t,9,2019-10-24,4.73,t,21,0.23
13055462,2014-03-12,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,1,1.5,1.0,1.0,23.0,31,120,t,19,2019-02-27,4.37,f,1,0.94
173771925,2018-02-17,within an hour,1.0,0.98,f,t,t,Gracia,Private room,1,1.5,1.0,1.0,65.0,31,100,t,0,2019-01-06,4.79,t,9,0.49
157746231,2017-11-07,within a few hours,0.87,0.68,f,t,t,Horta-Guinardo,Entire home/apt,6,1.0,2.0,4.0,138.0,3,1125,t,19,2019-04-08,4.35,f,37,0.63
6099660,2013-04-26,within an hour,0.99,0.98,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,6.0,298.0,1,1125,t,1,2019-01-06,4.78,f,29,1.85
168091065,2018-01-16,within a few hours,0.9,0.74,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,69.0,31,330,t,0,2019-08-01,4.5,f,24,0.08
3972936,2012-10-25,within a day,0.95,0.99,f,t,t,Sant Marti,Entire home/apt,2,1.0,1.0,1.0,96.0,31,365,t,25,2019-08-17,5.0,f,15,0.04
168091065,2018-01-16,within a few hours,0.9,0.74,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,68.0,38,333,t,0,2019-04-01,4.71,f,24,0.13
114776439,2017-02-04,within a day,1.0,0.9111027461716145,f,t,f,Gracia,Private room,1,1.0,1.0,1.0,22.0,60,1125,t,0,2020-04-02,5.0,f,5,0.02
227783078,2018-11-27,within an hour,1.0,0.89,f,t,t,Eixample,Entire home/apt,10,2.0,3.0,6.0,285.0,3,300,t,6,2019-02-05,4.37,f,3,1.47
168091065,2018-01-16,within a few hours,0.9,0.74,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,64.0,31,330,t,0,2019-10-06,5.0,f,24,0.06
114776439,2017-02-04,within a day,1.0,0.9111027461716145,f,t,f,Gracia,Private room,2,1.0,2.0,2.0,25.0,60,1125,t,0,2019-03-28,0.0,f,5,0.02
234913527,2019-01-07,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,3.0,122.0,3,365,t,0,2020-11-30,4.67,t,2,0.45
6099660,2013-04-26,within an hour,0.99,0.98,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,3.0,307.0,1,1125,t,7,2019-01-21,4.76,f,29,1.38
6099660,2013-04-26,within an hour,0.99,0.98,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,6.0,274.0,1,365,t,14,2019-01-13,4.65,f,29,1.5
6099660,2013-04-26,within an hour,0.99,0.98,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,6.0,290.0,1,1125,t,0,2019-01-05,4.76,f,29,1.58
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,5,1.0,2.0,4.0,233.0,1,1125,t,30,2019-02-28,4.5,f,159,0.04
173771925,2018-02-17,within an hour,1.0,0.98,f,t,t,Gracia,Private room,1,2.0,1.0,1.0,79.0,31,1125,t,0,2019-01-07,4.8,t,9,0.44
234913527,2019-01-07,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,3.0,122.0,3,365,t,1,2019-06-01,4.69,t,2,0.25
